state,city,crime_type,year,time_of_day,season,latitude,longitude,population_density,police_presence_index,street_lighting_index,repeat_offender_rate,crime_count,severity_weight,severity_score,time_severity,norm_crime_count,norm_severity_score,norm_population_density,norm_police_presence_index,norm_street_lighting_index,norm_repeat_offender_rate,norm_time_severity,police_risk,lighting_risk,risk_index,final_risk_index,risk_level,cluster,pca1,pca2
Bihar,Bihar_City_1,Rape,2022,Morning,Monsoon,23.71512747,93.31542924,5995,0.711159508,0.807228676,0.292400298,277,5,1385,2,0.5251141552511415,0.5574265975820379,0.2963596138374899,0.6401005438459397,0.7603397069940558,0.7239312861008457,0.0,0.3598994561540602,0.2396602930059441,0.4388388299651709,0.4832162036496499,Medium Risk,1,-0.42233717040029795,0.08742292239147476
Rajasthan,Rajasthan_City_1,Stalking,2020,Evening,Winter,15.24037226,82.19332395,12018,0.754540169,0.241276645,0.271267811,369,3,1107,5,0.7351598173515981,0.4373920552677029,0.599205551086082,0.6944250549162596,0.0499249717114859,0.669606860865636,0.6,0.3055749450837404,0.950075028288514,0.6062820510618916,0.6960501039006552,High Risk,0,0.20636728507705349,-0.18499680334349589
Haryana,Haryana_City_1,Eve Teasing,2022,Afternoon,Monsoon,25.05964895,96.98125149,19641,0.932390638,0.227156783,0.281993904,251,2,502,3,0.4657534246575342,0.1761658031088082,0.9825020112630732,0.9171427256325292,0.0322009289030655,0.6971799920945542,0.2,0.0828572743674707,0.9677990710969344,0.4458398241552963,0.4921150344853175,Medium Risk,1,-0.3071024708837943,-0.0680723107009807
Madhya Pradesh,Madhya Pradesh_City_4,Dowry Death,2021,Night,Summer,34.80748967,96.16068911,1600,0.579371373,0.889634121,0.339374265,228,5,1140,7,0.41324200913242,0.4516407599309153,0.0753720836685438,0.4750655758738207,0.8637796439301906,0.8446853534424086,1.0,0.5249344241261793,0.1362203560698094,0.533518442658849,0.6035616623183541,Medium Risk,0,0.5127855772581386,0.27714659653626056
Odisha,Odisha_City_5,Harassment,2023,Morning,Winter,26.85485316,78.57622023,2767,0.296453509,0.261562561,0.281552623,331,2,662,2,0.6484018264840182,0.2452504317789292,0.1340506838294448,0.1207746480601731,0.0753889913734358,0.6960456089671816,0.0,0.8792253519398269,0.9246110086265642,0.4314167923220781,0.4737821924723521,Medium Risk,2,-0.359828637530891,-0.4785429106314277
Rajasthan,Rajasthan_City_2,Kidnapping,2019,Afternoon,Winter,19.73007804,84.60040502,6740,0.630721192,0.72932414,0.297763749,237,4,948,3,0.4337899543378994,0.3687392055267702,0.3338193885760257,0.5393696631426717,0.6625495635044012,0.7377188915470106,0.2,0.4606303368573283,0.3374504364955988,0.414576101223468,0.452376309654503,Medium Risk,2,-0.2681321707624855,0.0687929903301385
Goa,Goa_City_5,Assault,2020,Morning,Summer,33.6933547,85.86003246,15329,0.534004867,0.56955428,0.396233112,350,3,1050,2,0.6917808219178082,0.4127806563039723,0.7656878519710377,0.418254241039187,0.461997473254842,0.99085007995149,0.0,0.581745758960813,0.538002526745158,0.557324081030571,0.633820557419828,Medium Risk,2,-0.4025003529131283,-0.4074599381903474
Manipur,Manipur_City_5,Dowry Death,2021,Morning,Winter,33.36634851,83.33917689,15875,0.946071928,0.256023765,0.013699319,112,5,560,2,0.1484018264840182,0.2012089810017271,0.7931415929203539,0.934275461117156,0.0684363839463159,0.0074860093728758,0.0,0.065724538882844,0.931563616053684,0.2177041703162295,0.2021361349224927,Low Risk,1,-0.5537652463619533,0.22656646924602292
Jharkhand,Jharkhand_City_3,Dowry Death,2019,Afternoon,Summer,30.24846038,79.65599649,8536,0.583825061,0.664605766,0.115957919,352,5,1760,3,0.6963470319634703,0.7193436960276338,0.4241251005631536,0.4806428173791946,0.5813114302090929,0.2703580352899961,0.2,0.5193571826208054,0.4186885697909071,0.5137911849681764,0.5784867194925875,Medium Risk,2,-0.15444882241885494,-0.09967464377585916
Uttar Pradesh,Uttar Pradesh_City_5,Domestic Violence,2022,Morning,Monsoon,10.65928072,77.75474345,12776,0.785817446,0.20267709,0.192251199,288,4,1152,2,0.550228310502283,0.4568221070811744,0.6373189863234111,0.7335928025131893,0.0014726451090039,0.4664820686472111,0.0,0.2664071974868107,0.998527354890996,0.4487135409441776,0.4957677613523019,Medium Risk,1,-0.4060903365134538,-0.18893546828859833
Haryana,Haryana_City_2,Kidnapping,2020,Morning,Winter,16.59293549,74.77462478,7932,0.421812517,0.928271282,0.027589264,221,4,884,2,0.3972602739726026,0.3411053540587219,0.393755028157683,0.277758581934771,0.9122791756933072,0.0431923263186132,0.0,0.722241418065229,0.0877208243066927,0.2709438708899875,0.2698081078282416,Low Risk,2,-0.47529515401895217,0.10597518216556273
Goa,Goa_City_3,Human Trafficking,2023,Evening,Summer,35.73605523,91.14169034,12360,0.271528802,0.534064621,0.35285614,139,5,695,5,0.2100456621004566,0.2594991364421416,0.6164018503620273,0.0895620641545018,0.4174488625550888,0.8793426614283518,0.6,0.910437935845498,0.5825511374449113,0.4755772375506255,0.5299136962337588,Medium Risk,2,0.08030882854771637,-0.3029079275219275
Bihar,Bihar_City_4,Kidnapping,2022,Evening,Monsoon,34.20799505,96.68636238,14999,0.251989128,0.521264189,0.336752037,396,4,1584,5,0.7968036529680365,0.6433506044905009,0.7490949316170554,0.0650930216813258,0.4013810422935117,0.8379444985238336,0.6,0.934906978318674,0.5986189577064882,0.7273160291061731,0.8498940961586583,High Risk,2,0.25749913895020704,-0.6362717383439402
Nagaland,Nagaland_City_4,Dowry Death,2019,Morning,Summer,11.4898241,69.36141536,17308,0.376388967,0.34915061,0.314037945,395,5,1975,2,0.7945205479452054,0.8121761658031088,0.8651950925181013,0.2208758123331681,0.1853344235583972,0.7795543056118647,0.0,0.7791241876668318,0.8146655764416028,0.6848163217360901,0.795873524768215,High Risk,2,-0.293996944924012,-0.7755679290366202
Telangana,Telangana_City_3,Human Trafficking,2021,Morning,Winter,31.22232093,86.26355977,826,0.907028708,0.942201827,0.398014051,93,5,465,2,0.1050228310502283,0.1601899827288428,0.0364541432019308,0.8853826183568545,0.929765577183961,0.9954282674385552,0.0,0.1146173816431455,0.0702344228160389,0.2285054481037033,0.2158654341090791,Low Risk,1,-0.5837846809414577,0.5788974469241204
Haryana,Haryana_City_5,Human Trafficking,2019,Evening,Monsoon,15.54676767,82.94218981,14651,0.917948918,0.570704599,0.252945579,168,5,840,5,0.276255707762557,0.3221070811744386,0.7315969428801287,0.8990577227780439,0.4634414181885347,0.6225066439140692,0.6,0.1009422772219561,0.5365585818114653,0.4380014310610432,0.4821518017965078,Medium Risk,1,0.04620998387667008,0.27904356232312233
Arunachal Pradesh,Arunachal Pradesh_City_2,Dowry Death,2023,Night,Summer,33.9527218,92.94367768,17774,0.90196869,0.412480034,0.060510819,254,5,1270,7,0.4726027397260274,0.5077720207253886,0.8886263073209976,0.8790460850371566,0.2648290689032739,0.1278224294022844,1.0,0.1209539149628433,0.735170931096726,0.5459359275582749,0.6193452916892092,Medium Risk,0,0.5064126075800538,0.20281836093748473
Goa,Goa_City_5,Rape,2022,Morning,Summer,35.71389345,93.0017009,13874,0.724193585,0.640685896,0.043924836,198,5,990,2,0.3447488584474886,0.386873920552677,0.6925281576830249,0.6564227907632445,0.5512858676468066,0.0851855171715584,0.0,0.3435772092367555,0.4487141323531933,0.304550905173575,0.31252537124205,Low Risk,1,-0.4940408143037085,0.1348590239170721
Kerala,Kerala_City_4,Cyber Crime,2021,Morning,Winter,18.80796699,75.53285973,4072,0.239026865,0.626082016,0.385227569,300,2,600,2,0.5776255707762556,0.2184801381692573,0.1996681415929203,0.0488607056306344,0.5329542582947442,0.9625585779680093,0.0,0.9511392943693656,0.4670457417052558,0.4342862798946027,0.4774295436626963,Medium Risk,2,-0.4085255968230948,-0.38708411968397605
Karnataka,Karnataka_City_4,Dowry Death,2021,Night,Monsoon,27.81450415,70.20779493,12980,0.249213621,0.906325015,0.211270818,291,5,1455,7,0.5570776255707762,0.5876511226252159,0.647576427996782,0.06161732404852,0.8847309903220182,0.5153750300089132,1.0,0.93838267595148,0.1152690096779818,0.6309286686314863,0.7273779516986963,High Risk,0,0.5569701888207227,-0.18154163691776357
Arunachal Pradesh,Arunachal Pradesh_City_4,Assault,2021,Evening,Summer,27.20124829,83.76958833,1412,0.902903989,0.837940817,0.266796216,99,3,297,5,0.1187214611872146,0.0876511226252158,0.0659191472244569,0.8802173364590646,0.7988913091146883,0.6581119133821884,0.6,0.1197826635409353,0.2011086908853117,0.2629464154041939,0.2596426939525611,Low Risk,1,-0.008398054081229511,0.6978713500683648
Bihar,Bihar_City_4,Eve Teasing,2019,Night,Summer,33.15153183,88.54252632,462,0.390952025,0.94407228,0.051275297,315,2,630,7,0.6118721461187214,0.2314335060449049,0.01815164923572,0.239112763714308,0.9321134747089608,0.1040810484471164,1.0,0.760887236285692,0.0678865252910392,0.4196924233103826,0.4588795695509989,Medium Risk,0,0.533474710025681,0.3057368358674931
Arunachal Pradesh,Arunachal Pradesh_City_2,Eve Teasing,2021,Night,Monsoon,13.48742465,93.56747685,17040,0.897474822,0.223397826,0.332068533,363,2,726,7,0.7214611872146118,0.2728842832469775,0.8517196299275945,0.8734185271280099,0.0274824752253305,0.8259048051887895,1.0,0.12658147287199,0.9725175247746696,0.6625990012688082,0.7676335104086807,High Risk,0,0.5389852807767143,-0.0640643473672285
Manipur,Manipur_City_1,Domestic Violence,2021,Afternoon,Summer,29.56173943,72.66203699,18887,0.644945388,0.805308643,0.110888449,293,4,1172,3,0.5616438356164383,0.4654576856649395,0.9445897023330652,0.5571822661610628,0.7579295738719629,0.2573261548493675,0.2,0.4428177338389372,0.2420704261280371,0.4540776817794048,0.5025860189561593,Medium Risk,1,-0.26613172316653205,-0.015410196212845798
Manipur,Manipur_City_4,Assault,2019,Afternoon,Monsoon,10.43884851,77.46657372,2164,0.292675085,0.50135629,0.013538238,316,3,948,3,0.6141552511415524,0.3687392055267702,0.1037308930008045,0.1160430226841475,0.3763915307740855,0.0070719249945766,0.2,0.8839569773158524,0.6236084692259145,0.362535764543436,0.3862288254300516,Medium Risk,2,-0.1730284983204261,-0.18333843526612656
Goa,Goa_City_3,Eve Teasing,2019,Night,Winter,11.10243853,90.06980917,9539,0.872097202,0.513720969,0.080003956,174,2,348,7,0.2899543378995434,0.1096718480138169,0.4745575221238938,0.8416387716598215,0.391912369427351,0.1779326442367332,1.0,0.1583612283401785,0.608087630572649,0.3623746382718807,0.3860240208844666,Medium Risk,0,0.4225636666145568,0.4929406747770809
Haryana,Haryana_City_1,Dowry Death,2019,Afternoon,Summer,30.87540247,73.03885078,12871,0.254269647,0.440770854,0.286187115,330,5,1650,3,0.6461187214611871,0.6718480138169257,0.6420957361222848,0.0679488582869869,0.3003412930854446,0.7079593091463028,0.2,0.9320511417130132,0.6996587069145555,0.6114806462350806,0.7026579395555651,High Risk,2,-0.14104215696417255,-0.6419107009327949
Jammu and Kashmir,Jammu and Kashmir_City_3,Eve Teasing,2021,Night,Summer,9.679693356,70.16613811,2453,0.992118698,0.740841806,0.18392374,364,2,728,7,0.7237442922374429,0.273747841105354,0.1182622687047465,0.9919386734554254,0.6770071839285303,0.4450750083308,1.0,0.0080613265445745,0.3229928160714697,0.4945132185865961,0.5539828623222248,Medium Risk,0,0.5292234565350932,0.5861761870953207
Meghalaya,Meghalaya_City_2,Dowry Death,2023,Afternoon,Summer,25.23747992,79.12475555,11396,0.458888175,0.590914552,0.310458893,163,5,815,3,0.2648401826484018,0.3113126079447323,0.5679304102976669,0.3241874962719777,0.4888100848318887,0.7703537821341062,0.2,0.6758125037280223,0.5111899151681112,0.4057344269429728,0.4411378252922141,Medium Risk,2,-0.3003662204629899,-0.16425623865640185
Gujarat,Gujarat_City_5,Eve Teasing,2020,Morning,Summer,8.029854916,72.60921022,13125,0.9976996,0.540945042,0.186040939,94,2,188,2,0.1073059360730593,0.040587219343696,0.6548672566371682,0.9989274967119768,0.426085552938037,0.45051760572994,0.0,0.0010725032880232,0.573914447061963,0.1987870028948959,0.1780908824625081,Low Risk,1,-0.6079198192958742,0.41724344120609
Tripura,Tripura_City_4,Cyber Crime,2023,Evening,Winter,23.28369879,91.95170221,17582,0.37661569,0.265904836,0.275394728,161,2,322,5,0.2602739726027396,0.0984455958549222,0.8789722445695897,0.2211597318456761,0.0808396585248521,0.6802157586266243,0.6,0.7788402681543238,0.919160341475148,0.4545095108468417,0.5031349086876299,Medium Risk,2,0.06626970593507331,-0.3593812812855274
Jharkhand,Jharkhand_City_3,Human Trafficking,2023,Night,Winter,11.80871867,93.17357535,11745,0.320846313,0.545867841,0.378010209,251,5,1255,7,0.4657534246575342,0.5012953367875648,0.5854786806114239,0.1513211432123366,0.4322649263776107,0.944005204022217,1.0,0.8486788567876633,0.5677350736223892,0.6627315355462523,0.7678019722132292,High Risk,0,0.5519899630404445,-0.3317923312807536
Manipur,Manipur_City_5,Dowry Death,2021,Evening,Monsoon,30.04272827,80.82666411,5726,0.527467205,0.915279363,0.099682296,261,5,1305,5,0.4885844748858446,0.5228842832469776,0.2828338696701528,0.4100672912900115,0.8959709902082418,0.2285189528942535,0.6,0.5899327087099884,0.1040290097917582,0.4401265053594461,0.4848529434031364,Medium Risk,0,0.14684226592978022,0.21114953574172063
Tripura,Tripura_City_5,Rape,2022,Evening,Winter,26.89833794,78.68726397,5490,0.577225968,0.634586245,0.072105838,235,5,1175,5,0.4292237442922374,0.4667530224525043,0.2709674175382139,0.4723789391332506,0.5436292435636236,0.1576292733750896,0.6,0.5276210608667493,0.4563707564363763,0.4139349153114265,0.4515613104114643,Medium Risk,0,0.1460835927761659,0.1599829069334554
Tamil Nadu,Tamil Nadu_City_2,Human Trafficking,2022,Afternoon,Summer,10.64377022,72.45608311,17534,0.875826582,0.808819193,0.254225925,227,5,1135,3,0.410958904109589,0.4494818652849741,0.8765587288817377,0.846308980467738,0.7623362131493936,0.6257979773265635,0.2,0.153691019532262,0.2376637868506064,0.4462035021549425,0.4925772986880318,Medium Risk,1,-0.3144045572596567,0.1835770574084888
Arunachal Pradesh,Arunachal Pradesh_City_3,Dowry Death,2022,Night,Monsoon,34.44324501,96.05782664,15351,0.837229833,0.585217881,0.055750194,453,5,2265,7,0.9269406392694064,0.9373920552677028,0.7667940466613032,0.7979752421153217,0.4816593038490799,0.1155844842477283,1.0,0.2020247578846783,0.51834069615092,0.7461185236393468,0.8737935900870031,High Risk,0,0.6647521732036886,0.024881649118270732
Uttar Pradesh,Uttar Pradesh_City_2,Dowry Death,2019,Afternoon,Monsoon,20.47887095,73.81521707,9308,0.328660375,0.721215573,0.137110931,200,5,1000,3,0.3493150684931506,0.3911917098445596,0.4629424778761061,0.1611064965895746,0.6523712353718072,0.324735223308306,0.2,0.8388935034104253,0.3476287646281928,0.3694573392702149,0.395026707693247,Medium Risk,2,-0.2652811887488847,-0.13078142662581624
Odisha,Odisha_City_3,Assault,2022,Morning,Monsoon,36.54619081,72.33783864,17873,0.979759881,0.777510102,0.266223704,265,3,795,2,0.4977168949771688,0.3026770293609672,0.8936041834271923,0.9764620376583693,0.723035285904019,0.6566401800580294,0.0,0.0235379623416307,0.276964714095981,0.4029800602578382,0.4376368020768281,Medium Risk,1,-0.5173280241029421,0.22308257718059055
Jammu and Kashmir,Jammu and Kashmir_City_4,Harassment,2020,Night,Monsoon,35.6268105,94.32674094,17262,0.584405558,0.283944143,0.104397556,258,2,516,7,0.4817351598173515,0.1822107081174438,0.8628821399839098,0.4813697591771259,0.1034836085508677,0.2406402800875259,1.0,0.518630240822874,0.8965163914491323,0.509128054608819,0.5725595029993762,Medium Risk,0,0.4935980497571474,-0.0888993554111024
Chhattisgarh,Chhattisgarh_City_1,Dowry Death,2021,Evening,Monsoon,22.46775645,85.9265163,16119,0.476813254,0.820643789,0.377082627,97,5,485,5,0.1141552511415525,0.1688255613126079,0.8054102976669348,0.3466346220216721,0.7771791093261604,0.9416207066836632,0.6,0.6533653779783279,0.2228208906738396,0.4263386523153914,0.467327465093335,Medium Risk,2,-0.003227657383484406,0.01420352849300166
Tamil Nadu,Tamil Nadu_City_4,Assault,2021,Night,Summer,10.54812848,78.16818101,14551,0.486241081,0.457675762,0.391211891,288,3,864,7,0.550228310502283,0.3324697754749568,0.7265687851971038,0.35844085273426,0.3215612818547688,0.9779422312537024,1.0,0.64155914726574,0.6784387181452312,0.6560226279726242,0.7592744071319651,High Risk,0,0.5306236657493276,-0.26486317545835064
Rajasthan,Rajasthan_City_4,Eve Teasing,2019,Morning,Winter,28.10262428,91.82178111,205,0.333986066,0.283654272,0.258207797,265,2,530,2,0.4977168949771688,0.1882556131260794,0.0052292839903459,0.1677757255274787,0.1031197462119213,0.6360340138025435,0.0,0.8322242744725212,0.8968802537880787,0.3538763839082582,0.3752220510603784,Medium Risk,2,-0.3977226941304566,-0.32125388555852397
Rajasthan,Rajasthan_City_3,Domestic Violence,2019,Night,Winter,8.9159982,95.15015514,652,0.767248416,0.896775299,0.288493904,220,4,880,7,0.3949771689497716,0.3393782383419689,0.0277051488334674,0.7103392731167584,0.8727436511261919,0.7138892778510703,1.0,0.2896607268832416,0.1272563488738081,0.4642886121717949,0.5155649387736931,Medium Risk,0,0.47951577419758207,0.5237616278399009
Tripura,Tripura_City_1,Dowry Death,2020,Evening,Winter,31.6299283,70.32333055,13495,0.642401162,0.67798069,0.315694696,82,5,410,5,0.0799086757990867,0.1364421416234887,0.6734714400643603,0.5539961959095652,0.5981003850540745,0.7838132480559253,0.6,0.4460038040904348,0.4018996149459255,0.3714020065222867,0.3974985373274235,Medium Risk,1,-0.008728794123197825,0.1786368216164187
Arunachal Pradesh,Arunachal Pradesh_City_3,Harassment,2021,Evening,Summer,9.181869077,72.75598495,4209,0.265303986,0.248281667,0.106370261,177,2,354,5,0.2968036529680364,0.1122625215889464,0.2065567176186645,0.0817668835853835,0.0587180682588832,0.2457114326349579,0.6,0.9182331164146164,0.9412819317411169,0.3427546827041425,0.3610854677505593,Medium Risk,2,0.12243141279074521,-0.1929359304974622
Maharashtra,Maharashtra_City_2,Domestic Violence,2023,Night,Monsoon,33.28172343,74.35720563,19911,0.795423252,0.897466223,0.17912558,201,4,804,7,0.3515981735159816,0.3065630397236614,0.9960780370072404,0.745621911852633,0.8736109376870214,0.4327405734776484,1.0,0.2543780881473669,0.1263890623129786,0.4980975505552993,0.5585388386567508,Medium Risk,0,0.4115609588292253,0.35122620294558354
Sikkim,Sikkim_City_2,Stalking,2020,Morning,Monsoon,26.94462756,77.63712414,3020,0.594621477,0.265221192,0.167271931,241,3,723,2,0.4429223744292236,0.2715889464594128,0.1467719227674979,0.4941628976866796,0.0799815102283801,0.4022688798778882,0.0,0.5058371023133204,0.9200184897716198,0.3249381340848392,0.3384391909600069,Medium Risk,2,-0.421604467287597,-0.09131249324287662
West Bengal,West Bengal_City_4,Human Trafficking,2020,Night,Monsoon,8.888922564,75.47280377,7105,0.968624441,0.532725893,0.340035664,151,5,755,7,0.2374429223744292,0.2854058721934369,0.3521721641190667,0.9625174061196088,0.415768416076162,0.8463855849639584,1.0,0.0374825938803913,0.5842315839238379,0.4739729616886784,0.5278745316349154,Medium Risk,0,0.4359045512388804,0.4529415300941887
Chhattisgarh,Chhattisgarh_City_2,Dowry Death,2021,Night,Summer,30.26399275,82.64050157,16021,0.893625197,0.662940327,0.181060013,245,5,1225,7,0.4520547945205478,0.488341968911917,0.8004827031375703,0.8685977385298584,0.5792208777567522,0.437713341750546,1.0,0.1314022614701415,0.4207791222432477,0.5584135316201246,0.6352053373863549,Medium Risk,0,0.4833022140466767,0.2957439359611937
Sikkim,Sikkim_City_1,Dowry Death,2021,Afternoon,Winter,22.1133993,93.3292739,11271,0.537376741,0.421462238,0.241016628,357,5,1785,3,0.7077625570776255,0.7301381692573402,0.5616452131938857,0.4224767540719119,0.2761040352032253,0.5918413745241494,0.2,0.5775232459280881,0.7238959647967746,0.5994868696179956,0.6874128777403782,High Risk,2,-0.1344185547406826,-0.38462476236086396
Manipur,Manipur_City_3,Human Trafficking,2021,Night,Monsoon,18.41537986,79.1315674,629,0.705248176,0.786490418,0.061311397,173,5,865,7,0.2876712328767122,0.332901554404145,0.0265486725663716,0.6326979314082375,0.7343078822804667,0.1298804427211121,1.0,0.3673020685917625,0.2656921177195332,0.3589298398005831,0.3816454029301364,Medium Risk,0,0.4707306049936919,0.5741532005606418
Himachal Pradesh,Himachal Pradesh_City_4,Kidnapping,2020,Night,Summer,25.45380613,86.34367546,625,0.977116075,0.344781562,0.343210186,200,4,800,7,0.3493150684931506,0.3048359240069084,0.0263475462590506,0.9731512658765658,0.1798501494356018,0.8545461996160117,1.0,0.0268487341234342,0.8201498505643983,0.4867043619277131,0.5440571728358102,Medium Risk,0,0.49467037588724316,0.4146003708302848
Bihar,Bihar_City_2,Rape,2023,Evening,Monsoon,25.1946336,84.80303208,3255,0.674360681,0.330819098,0.162521799,143,5,715,5,0.2191780821917808,0.2681347150259067,0.1585880933226066,0.5940182980097986,0.1623236814257141,0.3900579086518617,0.6,0.4059817019902014,0.8376763185742858,0.3483785959626861,0.3682339171511939,Medium Risk,1,0.0952430289747761,0.18449590859874399
Jharkhand,Jharkhand_City_3,Harassment,2022,Evening,Winter,32.88160136,68.26188172,13860,0.818778501,0.304698929,0.388230208,102,2,204,5,0.1255707762557077,0.0474956822107081,0.6918242156074014,0.7748691029650641,0.1295361801371624,0.9702773399794956,0.6,0.2251308970349359,0.8704638198628376,0.4027703730191571,0.4373702726076202,Medium Risk,1,0.00353190335735587,0.10153038624852137
Odisha,Odisha_City_1,Human Trafficking,2022,Evening,Winter,10.13140567,72.92297925,5824,0.469602541,0.863106693,0.178046134,358,5,1790,5,0.7100456621004566,0.7322970639032815,0.2877614641995172,0.337604827427408,0.8304809283004422,0.4299656855279979,0.6,0.6623951725725921,0.1695190716995578,0.5854523929636934,0.6695739208405261,High Risk,0,0.23366135534310606,-0.03431692410446037
Punjab,Punjab_City_3,Domestic Violence,2020,Evening,Monsoon,25.04864676,95.50891729,10652,0.333633526,0.334095373,0.024301857,327,4,1308,5,0.639269406392694,0.5241796200345423,0.5305209171359614,0.1673342485492295,0.1664362455819472,0.034741522786156,0.6,0.8326657514507705,0.8335637544180527,0.5224370520317698,0.5894763170179084,Medium Risk,0,0.22825038748212834,-0.34386341807969895
Tripura,Tripura_City_2,Assault,2019,Evening,Summer,23.47184583,90.67191957,9947,0.844536122,0.668283492,0.348625799,168,3,504,5,0.276255707762557,0.1770293609671848,0.4950724054706356,0.8071247241313624,0.5859279181791341,0.8684678957950432,0.6,0.1928752758686376,0.4140720818208658,0.4134460599832306,0.4509399356823058,Medium Risk,1,0.03350669416139107,0.3147886169595065
Arunachal Pradesh,Arunachal Pradesh_City_5,Cyber Crime,2020,Morning,Summer,23.65726935,68.99144521,16101,0.298376647,0.38490473,0.030161767,139,2,278,2,0.2100456621004566,0.079447322970639,0.8045052292839903,0.1231829454250001,0.2302150005397726,0.0498053552011509,0.0,0.8768170545749998,0.7697849994602274,0.2426246751781069,0.2338121156593527,Low Risk,2,-0.5224670390707692,-0.286245401725857
Karnataka,Karnataka_City_4,Stalking,2020,Afternoon,Monsoon,11.54118751,81.11377182,5278,0.452924884,0.605787847,0.026213415,410,3,1230,3,0.8287671232876711,0.4905008635578584,0.2603077232502011,0.3167198168849568,0.5074798790042583,0.0396554872264875,0.2,0.6832801831150432,0.4925201209957417,0.4505861073259149,0.4981479449386763,Medium Risk,2,-0.13864008247209864,-0.1361343443178311
Delhi,Delhi_City_3,Eve Teasing,2023,Evening,Winter,21.91701537,87.89306434,225,0.961449428,0.71129595,0.348488135,268,2,536,5,0.504566210045662,0.1908462867012089,0.0062349155269509,0.953532317737756,0.639919568160372,0.8681140085466762,0.6,0.046467682262244,0.360080431839628,0.4150211227265079,0.4529419680404752,Medium Risk,1,0.09702200127464211,0.5074752940535484
Himachal Pradesh,Himachal Pradesh_City_4,Kidnapping,2021,Morning,Summer,15.37251282,83.13017135,9210,0.733491406,0.311721004,0.0216897,334,4,1336,2,0.6552511415525114,0.5362694300518135,0.4580148833467417,0.6680662182307133,0.1383506825667144,0.0280265569778662,0.0,0.3319337817692867,0.8616493174332855,0.4075647697425639,0.4434643392847291,Medium Risk,1,-0.36691241115275364,-0.08354870961264285
Assam,Assam_City_2,Domestic Violence,2022,Evening,Winter,29.25406863,72.70907495,9656,0.275120573,0.738081695,0.183062586,116,4,464,5,0.1575342465753424,0.1597582037996545,0.4804404666130329,0.0940599486715577,0.6735425377783064,0.4428612747513589,0.6,0.9059400513284424,0.3264574622216936,0.3454162261452632,0.3644685051022713,Medium Risk,2,0.0444358079335887,-0.01742267839229962
Uttar Pradesh,Uttar Pradesh_City_4,Harassment,2021,Morning,Summer,35.93705815,75.40388922,15652,0.870492232,0.955691376,0.276466731,148,2,296,2,0.230593607305936,0.0872193436960276,0.7819288012872083,0.8396289080818431,0.9466984157586074,0.682971513158754,0.0,0.1603710919181569,0.0533015842413926,0.2707754786610023,0.2695940676620758,Low Risk,1,-0.6070126137342976,0.38279274343439995
Kerala,Kerala_City_3,Human Trafficking,2022,Evening,Winter,15.08027142,92.09543855,402,0.656487797,0.224309648,0.373069991,116,5,580,5,0.1575342465753424,0.2098445595854922,0.015134754625905,0.5716365347462893,0.0286270453466008,0.9313055864435272,0.6,0.4283634652537107,0.9713729546533992,0.3930408359646837,0.4250032427250303,Medium Risk,2,0.09065777304742606,0.0701719899838591
Sikkim,Sikkim_City_2,Dowry Death,2019,Evening,Monsoon,14.25457942,87.10767864,19608,0.733577214,0.661748189,0.14594373,279,5,1395,5,0.5296803652968036,0.5617443868739205,0.980842719227675,0.6681736734316823,0.5777244392685046,0.3474413406192091,0.6,0.3318263265683177,0.4222755607314954,0.5507617554233206,0.6254793098938899,Medium Risk,0,0.12940923471617227,0.011216542551676478
Haryana,Haryana_City_1,Dowry Death,2021,Night,Winter,17.22523505,93.12672136,13075,0.80194221,0.272385356,0.122587382,271,5,1355,7,0.5114155251141552,0.5444732297063903,0.6523531777956556,0.7537854390528744,0.0889743707409364,0.2874001263175731,1.0,0.2462145609471255,0.9110256292590636,0.5801795349426474,0.6628716910892197,High Risk,0,0.5518713508769472,0.0528327274283768
Chhattisgarh,Chhattisgarh_City_1,Harassment,2021,Night,Winter,17.48396169,87.36020818,3653,0.809828108,0.838250919,0.179877493,242,2,484,7,0.4452054794520547,0.1683937823834196,0.1786001609010458,0.7636607508467732,0.7992805665396532,0.4346734856593467,1.0,0.2363392491532268,0.2007194334603468,0.4083137885285539,0.4444164028471676,Medium Risk,0,0.45728819335972426,0.573559690529296
Bihar,Bihar_City_2,Eve Teasing,2020,Night,Summer,16.60920896,86.82316511,19256,0.459668664,0.493169228,0.16450735,270,2,540,7,0.5091324200913242,0.192573402417962,0.9631436041834271,0.3251648830232023,0.3661146713144682,0.3951620838892673,1.0,0.6748351169767977,0.6338853286855317,0.5464511509121708,0.6200001823153679,Medium Risk,0,0.48734669868225344,-0.16464100333417817
Kerala,Kerala_City_5,Rape,2023,Afternoon,Summer,25.29807877,83.82491977,14537,0.258556739,0.682758875,0.270602991,383,5,1915,3,0.7671232876712328,0.7862694300518135,0.7258648431214803,0.0733174758102072,0.604098230889009,0.6678978351184596,0.2,0.9266825241897928,0.3959017691109909,0.6572485536757178,0.7608326580250045,High Risk,2,-0.12298556697608837,-0.5932250429785306
Rajasthan,Rajasthan_City_1,Dowry Death,2023,Night,Summer,19.01378763,93.03667584,2963,0.877733889,0.931389213,0.327368852,240,5,1200,7,0.4406392694063926,0.4775474956822106,0.1439058728881737,0.8486974530692966,0.9161929775787436,0.8138235262974864,1.0,0.1513025469307034,0.0838070224212563,0.5277662859731891,0.596250205131582,Medium Risk,0,0.4929358026975891,0.5369105674509582
