state,city,crime_type,year,time_of_day,season,latitude,longitude,population_density,police_presence_index,street_lighting_index,repeat_offender_rate,crime_count
Odisha,Odisha_City_1,Human Trafficking,2022,Evening,Winter,10.13140567,72.92297925,5824,0.469602541,0.863106693,0.178046134,358
Punjab,Punjab_City_3,Domestic Violence,2020,Evening,Monsoon,25.04864676,95.50891729,10652,0.333633526,0.334095373,0.024301857,327
Tripura,Tripura_City_2,Assault,2019,Evening,Summer,23.47184583,90.67191957,9947,0.844536122,0.668283492,0.348625799,168
Arunachal Pradesh,Arunachal Pradesh_City_5,Cyber Crime,2020,Morning,Summer,23.65726935,68.99144521,16101,0.298376647,0.38490473,0.030161767,139
Karnataka,Karnataka_City_4,Stalking,2020,Afternoon,Monsoon,11.54118751,81.11377182,5278,0.452924884,0.605787847,0.026213415,410
Delhi,Delhi_City_3,Eve Teasing,2023,Evening,Winter,21.91701537,87.89306434,225,0.961449428,0.71129595,0.348488135,268
Himachal Pradesh,Himachal Pradesh_City_4,Kidnapping,2021,Morning,Summer,15.37251282,83.13017135,9210,0.733491406,0.311721004,0.0216897,334
Assam,Assam_City_2,Domestic Violence,2022,Evening,Winter,29.25406863,72.70907495,9656,0.275120573,0.738081695,0.183062586,116
Uttar Pradesh,Uttar Pradesh_City_4,Harassment,2021,Morning,Summer,35.93705815,75.40388922,15652,0.870492232,0.955691376,0.276466731,148
Kerala,Kerala_City_3,Human Trafficking,2022,Evening,Winter,15.08027142,92.09543855,402,0.656487797,0.224309648,0.373069991,116
Sikkim,Sikkim_City_2,Dowry Death,2019,Evening,Monsoon,14.25457942,87.10767864,19608,0.733577214,0.661748189,0.14594373,279
Haryana,Haryana_City_1,Dowry Death,2021,Night,Winter,17.22523505,93.12672136,13075,0.80194221,0.272385356,0.122587382,271
Chhattisgarh,Chhattisgarh_City_1,Harassment,2021,Night,Winter,17.48396169,87.36020818,3653,0.809828108,0.838250919,0.179877493,242
Bihar,Bihar_City_2,Eve Teasing,2020,Night,Summer,16.60920896,86.82316511,19256,0.459668664,0.493169228,0.16450735,270
Kerala,Kerala_City_5,Rape,2023,Afternoon,Summer,25.29807877,83.82491977,14537,0.258556739,0.682758875,0.270602991,383
Rajasthan,Rajasthan_City_1,Dowry Death,2023,Night,Summer,19.01378763,93.03667584,2963,0.877733889,0.931389213,0.327368852,240
Arunachal Pradesh,Arunachal Pradesh_City_3,Domestic Violence,2022,Night,Winter,12.32076382,83.27209012,11663,0.58135638,0.515492259,0.224271553,181
West Bengal,West Bengal_City_3,Assault,2021,Evening,Winter,20.49500065,94.00471441,6642,0.394785837,0.941627636,0.033504282,360
Madhya Pradesh,Madhya Pradesh_City_3,Domestic Violence,2019,Night,Winter,21.89631365,73.64219137,13745,0.588697407,0.405421254,0.121100432,202
Sikkim,Sikkim_City_2,Human Trafficking,2019,Morning,Summer,31.28775104,83.63567702,16589,0.688267027,0.772920539,0.11632336,200
Haryana,Haryana_City_2,Human Trafficking,2020,Morning,Monsoon,31.87204645,83.15195017,1386,0.744894283,0.345150678,0.21481372,200
Gujarat,Gujarat_City_5,Domestic Violence,2020,Evening,Winter,31.00881049,73.37162495,9767,0.26963117,0.852598915,0.155668776,276
Uttar Pradesh,Uttar Pradesh_City_5,Harassment,2021,Afternoon,Winter,26.36138989,95.59069692,15322,0.710388165,0.612140136,0.241480042,104
Nagaland,Nagaland_City_3,Stalking,2019,Morning,Winter,14.14930036,85.71844868,10717,0.488618015,0.924712884,0.310278433,125
Andhra Pradesh,Andhra Pradesh_City_3,Domestic Violence,2023,Evening,Winter,14.86924621,90.63523994,12437,0.785566454,0.880939409,0.271855621,195
Goa,Goa_City_3,Harassment,2020,Night,Monsoon,30.23302792,72.34141507,9754,0.669286771,0.334411366,0.297380761,435
Bihar,Bihar_City_1,Dowry Death,2022,Evening,Monsoon,23.52538495,73.17493299,2952,0.7135772,0.685675229,0.223211991,228
Odisha,Odisha_City_1,Dowry Death,2023,Afternoon,Monsoon,19.33627388,85.23981372,7521,0.313419515,0.419632203,0.242848298,291
Arunachal Pradesh,Arunachal Pradesh_City_5,Kidnapping,2022,Morning,Winter,20.83879204,80.92793652,11643,0.302715432,0.28328772,0.292492139,187
Meghalaya,Meghalaya_City_4,Rape,2019,Night,Monsoon,34.26021898,90.4060591,12423,0.2685266,0.9153527,0.084828257,342
Jammu and Kashmir,Jammu and Kashmir_City_4,Assault,2019,Evening,Monsoon,17.96325377,85.89751772,18288,0.615247833,0.254090051,0.322139038,173
Chhattisgarh,Chhattisgarh_City_1,Stalking,2021,Evening,Summer,15.86327566,85.19154776,8358,0.626366229,0.459467002,0.139870746,229
Punjab,Punjab_City_5,Kidnapping,2022,Night,Winter,36.83004148,87.19333651,9786,0.57216449,0.248113874,0.229295758,201
Uttar Pradesh,Uttar Pradesh_City_1,Eve Teasing,2020,Night,Summer,13.08378533,88.01014183,307,0.527582282,0.538151291,0.330504513,170
Delhi,Delhi_City_2,Rape,2021,Night,Summer,16.72474014,96.45585486,10854,0.941742256,0.387713665,0.165733207,220
Maharashtra,Maharashtra_City_1,Cyber Crime,2022,Evening,Monsoon,29.37822653,90.28939434,18852,0.873626636,0.616766382,0.253198418,302
Himachal Pradesh,Himachal Pradesh_City_3,Stalking,2022,Morning,Winter,25.64610597,82.69831452,9815,0.766995758,0.228928304,0.128220059,217
Uttarakhand,Uttarakhand_City_1,Assault,2022,Morning,Monsoon,17.90856056,79.04637624,2917,0.949566258,0.643041793,0.129154481,271
Telangana,Telangana_City_3,Stalking,2023,Morning,Monsoon,20.96887367,85.41723567,4506,0.329411369,0.829020765,0.234089079,229
Nagaland,Nagaland_City_5,Cyber Crime,2019,Night,Summer,14.04680492,94.98726122,12429,0.631786095,0.702360042,0.272978484,289
West Bengal,West Bengal_City_4,Harassment,2021,Evening,Summer,31.3718366,90.91088265,7793,0.264735426,0.522384143,0.077674561,260
Bihar,Bihar_City_5,Eve Teasing,2020,Afternoon,Monsoon,14.4848186,95.76236375,16227,0.946184592,0.66013068,0.196948232,238
Meghalaya,Meghalaya_City_2,Assault,2021,Evening,Winter,12.03674271,94.04958719,8529,0.339870902,0.602052861,0.165478581,141
Tripura,Tripura_City_3,Human Trafficking,2020,Night,Monsoon,27.32289969,71.53109542,3064,0.220649526,0.308133031,0.385614894,271
Tripura,Tripura_City_5,Human Trafficking,2023,Morning,Monsoon,17.04266786,82.67811402,19520,0.284531747,0.712661052,0.094254891,377
Jammu and Kashmir,Jammu and Kashmir_City_3,Harassment,2020,Evening,Monsoon,26.85583168,72.40872074,7254,0.651552873,0.353425964,0.092584587,398
Tripura,Tripura_City_3,Cyber Crime,2021,Morning,Winter,9.675636269,88.15602164,5178,0.391344083,0.313799495,0.057340126,323
West Bengal,West Bengal_City_2,Human Trafficking,2022,Morning,Winter,15.69623487,73.15522525,8900,0.607537703,0.997357483,0.327448405,279
Telangana,Telangana_City_1,Assault,2023,Afternoon,Summer,26.09297925,83.28420245,19786,0.779453976,0.833674907,0.167871387,310
Maharashtra,Maharashtra_City_4,Cyber Crime,2020,Evening,Summer,13.64405284,78.66502118,1649,0.341509716,0.509663008,0.385890687,306
Telangana,Telangana_City_3,Human Trafficking,2023,Morning,Winter,20.06846595,81.9589804,18777,0.832270189,0.665718584,0.275580183,126
Chhattisgarh,Chhattisgarh_City_2,Human Trafficking,2019,Morning,Summer,17.38151145,92.19479761,14928,0.980699004,0.84122969,0.384234891,196
Manipur,Manipur_City_4,Dowry Death,2023,Night,Summer,18.77084846,75.70968296,10734,0.563501868,0.875485666,0.048252207,340
Himachal Pradesh,Himachal Pradesh_City_2,Eve Teasing,2019,Evening,Summer,17.41560188,89.38335524,7494,0.500710628,0.515581023,0.18918424,127
Bihar,Bihar_City_3,Human Trafficking,2022,Evening,Winter,35.73044353,71.86120512,116,0.726953717,0.954264913,0.32546455,97
Haryana,Haryana_City_4,Human Trafficking,2019,Morning,Winter,15.38544804,92.3852758,18763,0.569181972,0.709761181,0.26714803,299
Jharkhand,Jharkhand_City_2,Stalking,2021,Evening,Summer,26.46342078,85.80407396,7199,0.560495725,0.905967552,0.051220457,156
Bihar,Bihar_City_1,Dowry Death,2022,Afternoon,Winter,27.7266056,69.20851412,3556,0.257667469,0.257005382,0.014722305,285
Madhya Pradesh,Madhya Pradesh_City_5,Domestic Violence,2023,Evening,Winter,22.74879939,79.24026171,10242,0.437228465,0.479762584,0.312114877,144
Madhya Pradesh,Madhya Pradesh_City_1,Rape,2019,Night,Winter,18.29039945,79.95179698,9064,0.728242176,0.81149813,0.113368107,185
West Bengal,West Bengal_City_3,Human Trafficking,2022,Night,Monsoon,10.38297836,96.06794101,17730,0.82598794,0.382273934,0.390636431,248
Rajasthan,Rajasthan_City_4,Kidnapping,2019,Night,Winter,15.5606857,70.00837488,12604,0.624241707,0.233560979,0.387710623,341
Karnataka,Karnataka_City_2,Human Trafficking,2022,Evening,Winter,16.49183906,96.41913955,880,0.665938127,0.798458544,0.326590217,294
Maharashtra,Maharashtra_City_1,Domestic Violence,2022,Night,Monsoon,11.71477664,77.80975767,12332,0.497733619,0.545661506,0.181367946,309
Assam,Assam_City_4,Kidnapping,2021,Afternoon,Summer,14.98008864,71.52353991,785,0.210171912,0.99393232,0.271867425,319
Tripura,Tripura_City_2,Assault,2023,Morning,Monsoon,32.97972989,92.54891582,17740,0.635213263,0.708856611,0.096214715,221
Mizoram,Mizoram_City_2,Cyber Crime,2021,Afternoon,Winter,29.69756527,84.17658354,14671,0.243086566,0.456047866,0.303743061,159
Bihar,Bihar_City_2,Kidnapping,2020,Afternoon,Monsoon,23.64713039,89.11046813,13157,0.305383019,0.780783928,0.328936279,224
Chhattisgarh,Chhattisgarh_City_1,Stalking,2022,Night,Monsoon,22.6697281,92.38038781,10617,0.633789764,0.672278152,0.208260613,362
Tripura,Tripura_City_5,Dowry Death,2023,Evening,Monsoon,27.97767376,93.32636456,9596,0.80889723,0.328057308,0.190007415,252
Karnataka,Karnataka_City_2,Dowry Death,2019,Night,Summer,15.15368707,89.06738974,16932,0.422321678,0.355163094,0.35312843,197
Rajasthan,Rajasthan_City_3,Kidnapping,2023,Morning,Summer,29.25906758,85.86357806,11429,0.484307655,0.827033428,0.226148341,169
Mizoram,Mizoram_City_1,Kidnapping,2022,Night,Winter,32.59338594,92.35895543,3183,0.796587026,0.361984448,0.383648657,160
Arunachal Pradesh,Arunachal Pradesh_City_3,Kidnapping,2019,Morning,Monsoon,29.93167508,92.41714077,12187,0.601640171,0.299771246,0.160296594,275
Punjab,Punjab_City_5,Rape,2022,Morning,Summer,30.63159351,74.29906383,1928,0.730433604,0.201503907,0.079565308,310
Jammu and Kashmir,Jammu and Kashmir_City_5,Domestic Violence,2021,Night,Monsoon,25.96809079,78.3092973,1180,0.510138876,0.5218617,0.350962364,391
Chhattisgarh,Chhattisgarh_City_1,Dowry Death,2019,Evening,Monsoon,9.88075424,84.81952984,6743,0.648528076,0.682790133,0.273822496,189
Assam,Assam_City_5,Stalking,2019,Afternoon,Monsoon,15.82480088,91.9264329,12180,0.709192521,0.319199789,0.281212103,217
Manipur,Manipur_City_4,Eve Teasing,2023,Afternoon,Summer,36.47710652,74.08541785,17351,0.613815245,0.552159198,0.067506485,275
Kerala,Kerala_City_3,Rape,2022,Evening,Monsoon,29.32966259,74.83987038,930,0.376489562,0.678580235,0.296908615,246
Punjab,Punjab_City_1,Cyber Crime,2019,Evening,Winter,13.03092215,86.48904467,17143,0.828521294,0.294668953,0.169862907,170
Nagaland,Nagaland_City_4,Kidnapping,2021,Afternoon,Summer,29.66936804,89.45960521,12989,0.670215489,0.347581003,0.151271822,153
Assam,Assam_City_5,Stalking,2021,Evening,Monsoon,12.79352922,88.30730682,10177,0.865357635,0.418456648,0.212050719,159
Tamil Nadu,Tamil Nadu_City_4,Stalking,2023,Morning,Summer,9.627946999,92.72911258,5117,0.8981842,0.873546853,0.082579553,88
Nagaland,Nagaland_City_4,Cyber Crime,2020,Morning,Monsoon,20.62023158,95.18324553,10695,0.306783978,0.264481211,0.29389633,308
Sikkim,Sikkim_City_4,Eve Teasing,2021,Morning,Summer,29.15573863,90.19987407,13593,0.380178962,0.305079527,0.165546052,219
Jharkhand,Jharkhand_City_2,Domestic Violence,2021,Night,Winter,27.05169953,95.74182401,15361,0.426196552,0.235675927,0.024152173,367
Haryana,Haryana_City_2,Stalking,2019,Evening,Winter,30.82667148,96.27020493,2114,0.559791874,0.821368446,0.035492801,305
Mizoram,Mizoram_City_5,Eve Teasing,2019,Evening,Monsoon,8.974794405,69.8169429,18781,0.649594278,0.476736358,0.132923913,117
Chhattisgarh,Chhattisgarh_City_5,Rape,2020,Afternoon,Winter,34.09516702,68.63287851,8027,0.638656467,0.302390567,0.35403289,264
Uttarakhand,Uttarakhand_City_5,Stalking,2022,Morning,Summer,20.14500625,75.54457594,5532,0.595584905,0.983640672,0.066536378,147
Kerala,Kerala_City_2,Dowry Death,2023,Evening,Monsoon,13.74483135,84.39457738,18422,0.446958995,0.95762879,0.387268909,265
Uttar Pradesh,Uttar Pradesh_City_4,Domestic Violence,2023,Afternoon,Summer,28.88023315,80.12170808,15452,0.880492846,0.648978231,0.214122455,119
Uttar Pradesh,Uttar Pradesh_City_4,Domestic Violence,2021,Night,Summer,14.59487538,79.71535841,18574,0.25413469,0.766268078,0.221979905,382
Tripura,Tripura_City_3,Rape,2023,Night,Winter,22.05619233,72.80746166,18021,0.731350332,0.372872363,0.048049379,326
Uttarakhand,Uttarakhand_City_2,Human Trafficking,2020,Evening,Winter,21.34470567,89.72922767,8635,0.829576108,0.289548742,0.148829616,191
Rajasthan,Rajasthan_City_4,Cyber Crime,2023,Morning,Monsoon,9.506740749,90.80206778,5155,0.471821977,0.89770856,0.222490626,170
West Bengal,West Bengal_City_5,Assault,2021,Morning,Winter,29.86912273,68.52042468,11083,0.902264063,0.903665484,0.349525586,203
Himachal Pradesh,Himachal Pradesh_City_4,Eve Teasing,2020,Night,Winter,36.56470003,90.38836181,2213,0.252163673,0.571145101,0.36459588,305
Jammu and Kashmir,Jammu and Kashmir_City_2,Dowry Death,2021,Morning,Summer,22.43656273,71.0587373,15895,0.561357455,0.517905112,0.046429109,297
Arunachal Pradesh,Arunachal Pradesh_City_4,Eve Teasing,2021,Afternoon,Summer,35.96982296,73.90922731,16491,0.429710366,0.834283535,0.235261413,174
Assam,Assam_City_3,Domestic Violence,2019,Evening,Winter,17.05812395,86.63756507,8178,0.932072055,0.626423094,0.071602381,322
Uttarakhand,Uttarakhand_City_3,Stalking,2020,Morning,Summer,12.81499509,85.79072102,11216,0.924914604,0.42152359,0.393573374,292
Jammu and Kashmir,Jammu and Kashmir_City_4,Stalking,2022,Night,Monsoon,13.85845438,73.34252034,712,0.786108188,0.856302006,0.132133178,373
Andhra Pradesh,Andhra Pradesh_City_1,Harassment,2021,Afternoon,Winter,31.30450253,82.65099643,7283,0.990732792,0.588287187,0.05774922,209
Nagaland,Nagaland_City_5,Eve Teasing,2022,Morning,Summer,26.40546692,72.81269196,1225,0.983825966,0.724907214,0.060632315,67
Haryana,Haryana_City_3,Assault,2019,Afternoon,Summer,10.69788411,68.85156061,326,0.349929555,0.886541643,0.32943477,227
Rajasthan,Rajasthan_City_5,Dowry Death,2019,Morning,Summer,28.59704116,77.11615328,19474,0.721334335,0.451248636,0.109185573,220
Punjab,Punjab_City_5,Harassment,2023,Afternoon,Monsoon,33.5148355,83.23761246,4179,0.769611216,0.86078257,0.049248617,245
Chhattisgarh,Chhattisgarh_City_3,Rape,2019,Evening,Winter,34.25543635,89.45046772,5533,0.691021935,0.548404364,0.235127395,358
Odisha,Odisha_City_4,Stalking,2019,Evening,Winter,32.40197904,81.66732785,8050,0.4031799,0.22489248,0.298324947,206
Mizoram,Mizoram_City_5,Eve Teasing,2023,Morning,Summer,17.13266807,68.11069689,2058,0.333705609,0.724225928,0.396779621,354
West Bengal,West Bengal_City_4,Harassment,2022,Evening,Summer,16.09900657,86.64357539,541,0.610123803,0.444248541,0.092931307,328
Telangana,Telangana_City_1,Cyber Crime,2019,Evening,Winter,30.13150345,79.84088394,8279,0.950643855,0.896963586,0.308765263,283
Telangana,Telangana_City_1,Human Trafficking,2021,Afternoon,Winter,27.2845622,75.54831887,7518,0.20015072,0.335264856,0.162006161,197
Kerala,Kerala_City_5,Cyber Crime,2020,Night,Monsoon,21.35038986,93.07234468,9131,0.30307897,0.530208903,0.322918188,331
Meghalaya,Meghalaya_City_2,Stalking,2019,Night,Winter,20.22187721,68.78807547,15049,0.424029864,0.886673341,0.12396511,408
Jharkhand,Jharkhand_City_2,Harassment,2020,Morning,Summer,32.34436638,96.4721621,7330,0.647347845,0.702590488,0.217743596,352
Jammu and Kashmir,Jammu and Kashmir_City_3,Eve Teasing,2022,Night,Summer,33.30986135,71.26483132,17417,0.296197781,0.254672748,0.112693156,485
Arunachal Pradesh,Arunachal Pradesh_City_2,Kidnapping,2021,Morning,Monsoon,21.594271,76.73669256,18246,0.381081195,0.784196918,0.243535236,202
Karnataka,Karnataka_City_3,Assault,2021,Night,Summer,32.71565236,87.36633581,19682,0.700940937,0.625053216,0.336879352,286
Telangana,Telangana_City_4,Rape,2021,Afternoon,Summer,24.90139822,96.86768797,1592,0.617156551,0.250912727,0.334235671,288
Tamil Nadu,Tamil Nadu_City_4,Cyber Crime,2023,Evening,Winter,11.33305691,70.72186126,13735,0.894841205,0.251749515,0.382771549,96
Telangana,Telangana_City_4,Assault,2022,Afternoon,Monsoon,23.0059442,80.4823949,6681,0.547676769,0.819103725,0.244750138,133
Jharkhand,Jharkhand_City_3,Assault,2019,Evening,Monsoon,20.85802042,85.60559778,9865,0.67335773,0.762107018,0.102599053,111
Jharkhand,Jharkhand_City_3,Dowry Death,2023,Night,Winter,19.1508285,82.14234499,11193,0.410140514,0.417255012,0.194429882,427
Tamil Nadu,Tamil Nadu_City_4,Cyber Crime,2022,Morning,Monsoon,26.38901691,70.05703427,6816,0.577994684,0.236518996,0.064609398,237
West Bengal,West Bengal_City_3,Human Trafficking,2022,Evening,Monsoon,21.97919069,73.68683367,5510,0.557974513,0.579430736,0.240438302,300
Uttar Pradesh,Uttar Pradesh_City_1,Assault,2022,Evening,Monsoon,32.76994393,69.43540875,17643,0.22937709,0.286420603,0.142155653,424
Uttar Pradesh,Uttar Pradesh_City_2,Harassment,2020,Night,Winter,14.3367852,79.50710857,18284,0.85334574,0.427649841,0.329100601,433
Chhattisgarh,Chhattisgarh_City_1,Domestic Violence,2021,Evening,Summer,24.66860707,68.86037847,15214,0.235882854,0.560477615,0.372476411,175
Odisha,Odisha_City_1,Human Trafficking,2020,Night,Summer,19.44270619,80.23301718,11695,0.905806845,0.736754404,0.110687569,361
Kerala,Kerala_City_4,Assault,2023,Afternoon,Monsoon,31.88992114,95.69675483,3421,0.777114761,0.890304402,0.010820499,229
Kerala,Kerala_City_4,Cyber Crime,2021,Afternoon,Winter,32.05803915,69.17620339,1975,0.749271931,0.29159011,0.159697164,227
Andhra Pradesh,Andhra Pradesh_City_2,Dowry Death,2023,Night,Monsoon,27.21727088,70.67625897,1874,0.535158232,0.800942438,0.037692989,395
Bihar,Bihar_City_3,Kidnapping,2022,Afternoon,Monsoon,35.31004564,87.38860675,16685,0.489535993,0.674928633,0.013951162,334
Jharkhand,Jharkhand_City_4,Domestic Violence,2019,Afternoon,Winter,34.48532148,85.76463058,13951,0.337478785,0.710301674,0.298982688,201
Manipur,Manipur_City_2,Dowry Death,2019,Evening,Monsoon,9.926871486,83.4850567,6539,0.856010103,0.755905899,0.217672153,297
Kerala,Kerala_City_1,Eve Teasing,2023,Evening,Summer,10.44737904,79.5816937,5576,0.298402636,0.646913917,0.143835268,396
West Bengal,West Bengal_City_2,Stalking,2021,Afternoon,Winter,31.68497287,69.95415209,10616,0.753994261,0.543944862,0.272456983,152
Gujarat,Gujarat_City_2,Domestic Violence,2022,Morning,Summer,16.88309146,90.88056964,3359,0.381023287,0.507391696,0.185548111,291
Nagaland,Nagaland_City_5,Cyber Crime,2022,Afternoon,Monsoon,34.58242184,80.49857139,16843,0.911721626,0.209847762,0.154320411,221
Delhi,Delhi_City_1,Assault,2021,Night,Monsoon,19.39625254,83.24856537,3461,0.333488161,0.544423471,0.065611716,227
Telangana,Telangana_City_4,Eve Teasing,2022,Night,Monsoon,35.45268859,77.85329599,19757,0.716657909,0.709521854,0.142835625,272
Assam,Assam_City_2,Cyber Crime,2019,Night,Summer,10.93653752,92.5670452,13803,0.491674983,0.374314043,0.395334027,193
Sikkim,Sikkim_City_5,Cyber Crime,2020,Afternoon,Winter,12.85343226,96.18873244,7169,0.222029376,0.604364094,0.385966789,387
Maharashtra,Maharashtra_City_5,Harassment,2019,Afternoon,Summer,10.87976388,74.05705805,4558,0.510389408,0.328019949,0.019107318,245
Goa,Goa_City_2,Cyber Crime,2020,Evening,Monsoon,21.29716726,76.38809839,2269,0.292911168,0.964735063,0.13244702,193
Delhi,Delhi_City_3,Assault,2021,Afternoon,Monsoon,25.48534342,91.97451343,18900,0.270561363,0.685501873,0.069117874,250
Nagaland,Nagaland_City_3,Stalking,2021,Morning,Monsoon,30.43262785,96.42316078,15948,0.642969188,0.63336385,0.307141707,136
Rajasthan,Rajasthan_City_2,Human Trafficking,2023,Afternoon,Winter,15.52071202,73.64409126,440,0.473958383,0.416198154,0.38690278,209
Sikkim,Sikkim_City_5,Human Trafficking,2021,Morning,Winter,24.90654836,96.99170032,5104,0.700987457,0.591118265,0.166693732,353
Assam,Assam_City_1,Human Trafficking,2021,Afternoon,Monsoon,29.30275977,76.71419218,9529,0.655501889,0.696528384,0.088511722,122
Maharashtra,Maharashtra_City_5,Harassment,2022,Evening,Monsoon,32.72417568,88.61565678,10338,0.971223078,0.927563689,0.291635862,223
Jharkhand,Jharkhand_City_4,Domestic Violence,2022,Evening,Summer,33.22910563,71.78891797,16959,0.246192841,0.744604714,0.19204501,126
Assam,Assam_City_1,Stalking,2022,Night,Summer,36.11862408,95.52425215,4861,0.984789903,0.586725949,0.346783534,311
Manipur,Manipur_City_2,Cyber Crime,2023,Afternoon,Summer,16.28772311,73.89346964,13627,0.552978971,0.684604243,0.368306537,330
West Bengal,West Bengal_City_3,Cyber Crime,2022,Afternoon,Summer,29.04577743,93.93912415,3902,0.526067367,0.862015138,0.30816584,337
Mizoram,Mizoram_City_5,Assault,2021,Afternoon,Summer,31.39109093,81.81801813,15788,0.247577255,0.202534279,0.259677342,382
Bihar,Bihar_City_3,Dowry Death,2020,Afternoon,Winter,33.89961595,69.81127021,16265,0.404838052,0.22463204,0.388897887,329
Arunachal Pradesh,Arunachal Pradesh_City_3,Rape,2023,Night,Winter,34.8650956,68.55436674,3520,0.224439566,0.897638671,0.215618211,290
West Bengal,West Bengal_City_2,Cyber Crime,2023,Evening,Winter,18.40275024,91.32867902,16006,0.368563971,0.965958415,0.013456681,103
Tripura,Tripura_City_2,Dowry Death,2023,Night,Summer,13.8188795,96.84481061,11690,0.201854038,0.235329549,0.143295138,236
Delhi,Delhi_City_3,Dowry Death,2019,Morning,Summer,10.00185669,68.16430862,13035,0.815138226,0.726832413,0.308785214,222
Mizoram,Mizoram_City_4,Domestic Violence,2020,Evening,Winter,28.30099391,71.02771976,11628,0.778519589,0.424267569,0.278088482,162
Arunachal Pradesh,Arunachal Pradesh_City_3,Dowry Death,2023,Night,Summer,18.11579549,71.21894486,287,0.661632532,0.758205021,0.012374612,231
Nagaland,Nagaland_City_1,Assault,2022,Afternoon,Summer,16.68740466,70.22900018,12549,0.835612436,0.765669182,0.029588144,66
Telangana,Telangana_City_3,Rape,2021,Morning,Summer,27.33877821,74.12226166,3051,0.434012073,0.321863672,0.113805525,247
Arunachal Pradesh,Arunachal Pradesh_City_5,Eve Teasing,2020,Evening,Monsoon,17.32337534,81.8166726,2468,0.63918436,0.37541917,0.02313098,185
Jharkhand,Jharkhand_City_1,Rape,2023,Night,Monsoon,26.78670593,71.56469968,10676,0.775833163,0.893546775,0.187039271,189
Himachal Pradesh,Himachal Pradesh_City_5,Human Trafficking,2019,Afternoon,Winter,15.01601873,88.70462634,9303,0.442555248,0.431976095,0.229682683,379
Madhya Pradesh,Madhya Pradesh_City_3,Cyber Crime,2023,Evening,Winter,12.14340288,90.48503836,5685,0.521156505,0.326899316,0.353976946,367
Gujarat,Gujarat_City_5,Eve Teasing,2022,Morning,Winter,26.25717321,69.57562901,14127,0.52195731,0.282198602,0.083725415,277
Arunachal Pradesh,Arunachal Pradesh_City_2,Cyber Crime,2022,Night,Winter,28.73612285,85.21108713,14187,0.203055938,0.397459095,0.298952582,370
Punjab,Punjab_City_5,Stalking,2021,Evening,Winter,10.95487925,78.44678365,5893,0.450678334,0.831145977,0.357830136,227
Madhya Pradesh,Madhya Pradesh_City_5,Kidnapping,2023,Evening,Monsoon,20.24915114,78.94209618,16027,0.971262733,0.27143162,0.277937514,335
Uttarakhand,Uttarakhand_City_5,Eve Teasing,2022,Evening,Summer,19.24181536,86.34864448,6418,0.333562471,0.770436841,0.269890311,127
Uttarakhand,Uttarakhand_City_1,Cyber Crime,2021,Morning,Summer,30.07009592,95.57240852,12818,0.955185844,0.415174425,0.195408577,280
Odisha,Odisha_City_3,Harassment,2023,Night,Summer,26.68032742,69.39739436,17608,0.59885664,0.508096096,0.347669864,297
Rajasthan,Rajasthan_City_5,Human Trafficking,2020,Morning,Monsoon,30.35263793,68.0835563,5674,0.814054103,0.533203546,0.330650156,116
Meghalaya,Meghalaya_City_2,Eve Teasing,2023,Night,Winter,14.14782759,87.06325098,2105,0.372592543,0.74225056,0.247023328,311
Uttarakhand,Uttarakhand_City_2,Harassment,2023,Morning,Winter,11.96142621,86.89755305,14709,0.78967724,0.979673449,0.030357465,69
Andhra Pradesh,Andhra Pradesh_City_4,Cyber Crime,2022,Afternoon,Summer,28.68299962,73.77724297,8647,0.268273069,0.234405561,0.270077998,202
Tamil Nadu,Tamil Nadu_City_2,Rape,2023,Night,Monsoon,11.23385416,82.95999518,2200,0.750435555,0.393511107,0.365316794,436
Telangana,Telangana_City_1,Stalking,2023,Afternoon,Monsoon,11.60668357,79.99563757,8678,0.523431798,0.624750143,0.242101353,158
Karnataka,Karnataka_City_4,Eve Teasing,2022,Evening,Winter,21.45875962,95.94147799,19743,0.518118064,0.809847226,0.187418367,354
Manipur,Manipur_City_5,Cyber Crime,2023,Evening,Monsoon,30.41472297,83.11758538,2845,0.885703648,0.660284323,0.039790129,271
Tripura,Tripura_City_3,Human Trafficking,2022,Afternoon,Winter,18.66427587,73.27043653,18008,0.473442964,0.791221246,0.09707272,213
Himachal Pradesh,Himachal Pradesh_City_5,Kidnapping,2020,Evening,Summer,24.54883909,84.47468286,17456,0.979355555,0.877648662,0.019202036,294
Tamil Nadu,Tamil Nadu_City_2,Dowry Death,2021,Night,Summer,30.71275399,90.63090758,13867,0.365675935,0.321862229,0.360787533,366
Nagaland,Nagaland_City_3,Kidnapping,2019,Night,Summer,25.49546237,81.72862556,5343,0.579047863,0.24627556,0.383538022,284
Uttarakhand,Uttarakhand_City_3,Stalking,2021,Morning,Summer,23.3913833,86.87776272,16761,0.492544599,0.380305014,0.086374903,144
Tamil Nadu,Tamil Nadu_City_1,Cyber Crime,2022,Evening,Monsoon,32.56863873,77.13926413,8752,0.848899016,0.708763766,0.161384625,130
Meghalaya,Meghalaya_City_2,Domestic Violence,2023,Evening,Monsoon,34.60708945,76.42463066,10015,0.631050407,0.248503141,0.279099898,383
Tamil Nadu,Tamil Nadu_City_3,Stalking,2019,Afternoon,Winter,8.227406132,86.29673192,14894,0.235651059,0.532513749,0.127747513,358
